profile_id,building_id,owner_type,num_properties_owned,annual_rental_income_eur,existing_mortgage_eur,credit_rating,max_loan_capacity_eur,cash_reserves_eur,age_of_owner,avg_tenant_income_eur,avg_rent_eur_m2,rent_control_applies,max_rent_increase_pct,tenant_hardship_risk,vacancy_rate_pct,risk_tolerance
FIN-08709,BLD-08709,Housing cooperative,1,0.0,273094.52,Very Good,375844.01,59664.66,0,47428.0,8.48,FALSE,0.0,Low,1.9,Low
FIN-08710,BLD-08710,Condominium,1,0.0,116879.51,Good,244085.64,18054.62,0,73039.0,18.68,TRUE,8.0,Low,0.0,Low
FIN-08711,BLD-08711,Housing cooperative,1,0.0,122007.28,Good,52000.35,90767.56,0,51836.0,8.63,FALSE,0.0,Medium,2.8,High
FIN-08712,BLD-08712,Corporate landlord,16,40366.27,848496.68,Excellent,235110.92,177878.55,0,51903.0,19.4,TRUE,8.0,Low,5.3,Low
FIN-08713,BLD-08713,Housing cooperative,1,0.0,173285.42,Excellent,388479.13,62380.65,0,30596.0,10.39,FALSE,0.0,Medium,1.6,Medium
FIN-08714,BLD-08714,Condominium,1,0.0,13364.22,Very Good,295687.06,170391.44,0,47754.0,19.7,TRUE,8.0,Medium,0.0,Low
FIN-08715,BLD-08715,Municipal,66,136627.2,0.0,Excellent,653708.03,125372.25,0,34488.0,8.95,TRUE,8.0,High,3.5,Medium
FIN-08716,BLD-08716,Corporate landlord,43,411994.17,244611.13,Excellent,436595.5,19461.38,0,60947.0,17.04,TRUE,8.0,Low,1.1,Low
FIN-08717,BLD-08717,Corporate landlord,14,101323.8,200813.05,Excellent,681627.02,156250.88,0,70422.0,15.75,TRUE,8.0,Low,4.3,Low
FIN-08718,BLD-08718,Housing cooperative,1,0.0,51194.94,Good,506449.34,17059.23,0,44476.0,10.27,FALSE,0.0,Low,1.5,Low
FIN-08719,BLD-08719,Corporate landlord,25,47757.44,477841.64,Very Good,688075.86,193068.22,0,42732.0,16.08,TRUE,8.0,Low,2.1,Medium
FIN-08720,BLD-08720,Corporate landlord,5,54627.97,1244964.81,Excellent,472220.63,96453.27,0,45763.0,13.93,FALSE,0.0,Low,4.9,Low
FIN-08721,BLD-08721,Municipal,42,180153.6,0.0,Excellent,589781.45,112221.24,0,32448.0,9.23,TRUE,8.0,Medium,2.0,Low
FIN-08722,BLD-08722,Corporate landlord,22,76408.73,563489.27,Excellent,88848.2,19992.69,0,53888.0,19.73,FALSE,0.0,Medium,0.7,Low
FIN-08723,BLD-08723,Municipal,61,162451.2,0.0,Excellent,392497.13,90906.21,0,30215.0,8.33,TRUE,8.0,Medium,4.2,Low
FIN-08724,BLD-08724,Municipal,31,69705.6,0.0,Excellent,65428.29,171858.51,0,30353.0,8.95,TRUE,8.0,Medium,3.1,Low
FIN-08725,BLD-08725,Municipal,54,162240.0,0.0,Excellent,697709.74,77713.22,0,38233.0,9.01,TRUE,8.0,High,3.1,Medium
FIN-08726,BLD-08726,Housing cooperative,1,0.0,281668.9,Very Good,595502.45,54107.96,0,34792.0,10.24,FALSE,0.0,Medium,2.6,Medium
FIN-08727,BLD-08727,Housing cooperative,1,0.0,199952.89,Good,280631.04,158824.14,0,51068.0,10.11,FALSE,0.0,Medium,1.5,High
FIN-08728,BLD-08728,Housing cooperative,1,0.0,118723.85,Excellent,234637.49,128320.69,0,54400.0,7.7,FALSE,0.0,Medium,0.9,High
FIN-08729,BLD-08729,Municipal,46,48403.2,0.0,Excellent,500228.1,90856.16,0,40933.0,9.81,TRUE,8.0,High,2.7,Low
FIN-08730,BLD-08730,Housing cooperative,1,0.0,113657.34,Excellent,215533.59,38674.18,0,44795.0,9.56,FALSE,0.0,Low,2.5,Low
FIN-08731,BLD-08731,Housing cooperative,1,0.0,197301.53,Good,382276.94,106030.54,0,51482.0,10.19,FALSE,0.0,Medium,2.2,High
FIN-08732,BLD-08732,Corporate landlord,24,521920.72,202777.55,Excellent,746106.63,190749.64,0,40134.0,14.87,TRUE,8.0,Medium,3.8,High
FIN-08733,BLD-08733,Condominium,1,0.0,11817.26,Very Good,610384.52,168696.78,0,47585.0,16.24,TRUE,8.0,Low,0.0,High
FIN-08734,BLD-08734,Municipal,45,121372.8,0.0,Excellent,140532.04,171165.83,0,41491.0,8.75,TRUE,8.0,High,2.2,Medium
FIN-08735,BLD-08735,Corporate landlord,21,302538.32,781608.79,Excellent,96097.93,27375.75,0,73060.0,19.18,TRUE,8.0,Medium,0.2,Medium
FIN-08736,BLD-08736,Corporate landlord,33,290186.36,328077.25,Good,579719.62,128418.07,0,47598.0,13.06,FALSE,0.0,Low,4.6,Medium
FIN-08737,BLD-08737,Condominium,1,0.0,110801.19,Good,154409.08,192373.42,0,82358.0,13.55,TRUE,8.0,Low,0.0,Low
FIN-08738,BLD-08738,Condominium,1,0.0,51101.81,Good,199797.15,54447.02,0,86402.0,17.37,TRUE,8.0,Low,0.0,Medium
FIN-08739,BLD-08739,Housing cooperative,1,0.0,177763.43,Very Good,677803.74,88475.76,0,35941.0,10.9,FALSE,0.0,Medium,0.8,Medium
FIN-08740,BLD-08740,Corporate landlord,13,334967.48,1423235.29,Very Good,619618.58,5510.63,0,54943.0,15.5,FALSE,0.0,Medium,1.5,Medium
FIN-08741,BLD-08741,Individual,1,367723.48,475571.11,Good,132425.31,111374.64,49,53118.0,11.02,FALSE,0.0,High,1.5,Medium
FIN-08742,BLD-08742,Condominium,1,0.0,79732.23,Good,273794.68,37621.78,0,88755.0,12.58,TRUE,8.0,Low,0.0,Medium
FIN-08743,BLD-08743,Housing cooperative,1,0.0,191806.19,Excellent,527381.22,71447.56,0,34257.0,7.97,FALSE,0.0,Medium,0.4,Medium
FIN-08744,BLD-08744,Corporate landlord,23,121991.54,262182.3,Good,372130.43,178980.38,0,49075.0,19.72,TRUE,8.0,Low,4.5,Low
FIN-08745,BLD-08745,Housing cooperative,1,0.0,98052.14,Very Good,164439.99,62579.93,0,45454.0,7.84,FALSE,0.0,Medium,2.4,Medium
FIN-08746,BLD-08746,Housing cooperative,1,0.0,328741.14,Good,238599.68,172266.91,0,34301.0,7.79,FALSE,0.0,Low,1.5,Low
FIN-08747,BLD-08747,Corporate landlord,28,606504.86,959375.68,Good,662626.4,31334.83,0,53568.0,17.99,FALSE,0.0,Low,1.2,Medium
FIN-08748,BLD-08748,Housing cooperative,1,0.0,273059.79,Excellent,496342.57,137095.62,0,54625.0,8.66,FALSE,0.0,Medium,0.6,High
FIN-08749,BLD-08749,Condominium,1,0.0,146686.75,Excellent,560088.09,13797.99,0,89385.0,19.9,TRUE,8.0,Medium,0.0,High
FIN-08750,BLD-08750,Municipal,79,54835.2,0.0,Excellent,639679.52,151239.73,0,44175.0,10.0,TRUE,8.0,Medium,4.0,High
FIN-08751,BLD-08751,Corporate landlord,38,1190929.97,436416.58,Good,345808.3,11956.49,0,53330.0,20.56,TRUE,8.0,Low,4.8,Medium
FIN-08752,BLD-08752,Housing cooperative,1,0.0,175721.29,Excellent,115032.33,44598.73,0,46533.0,10.42,FALSE,0.0,Low,1.7,High
FIN-08753,BLD-08753,Housing cooperative,1,0.0,123078.58,Very Good,77303.28,100938.22,0,51828.0,9.07,FALSE,0.0,Medium,0.1,Medium
FIN-08754,BLD-08754,Condominium,1,0.0,60783.55,Good,522463.54,15362.19,0,89892.0,12.68,TRUE,8.0,Low,0.0,Medium
FIN-08755,BLD-08755,Housing cooperative,1,0.0,83194.45,Very Good,578522.35,161524.06,0,34463.0,8.16,FALSE,0.0,Medium,0.3,Medium
FIN-08756,BLD-08756,Housing cooperative,1,0.0,80789.83,Good,451548.7,75452.64,0,37552.0,8.96,FALSE,0.0,Medium,2.4,High
FIN-08757,BLD-08757,Individual,2,266112.75,292428.51,Good,486793.21,115385.36,52,47005.0,11.92,TRUE,8.0,Low,5.5,Low
FIN-08758,BLD-08758,Housing cooperative,1,0.0,142372.76,Very Good,447603.28,132371.28,0,38478.0,7.49,FALSE,0.0,Low,2.5,Low
FIN-08759,BLD-08759,Municipal,13,55190.4,0.0,Excellent,242292.13,101560.53,0,32834.0,7.89,TRUE,8.0,High,3.3,Low
FIN-08760,BLD-08760,Individual,4,113809.71,217211.74,Good,345798.5,94810.75,61,49282.0,9.28,TRUE,8.0,Medium,1.0,High
FIN-08761,BLD-08761,Individual,3,297041.48,142994.51,Good,281043.33,79302.48,63,62210.0,11.4,FALSE,0.0,Low,8.7,High
FIN-08762,BLD-08762,Municipal,21,435225.6,0.0,Excellent,533543.18,127896.03,0,44026.0,9.85,TRUE,8.0,High,4.8,Medium
FIN-08763,BLD-08763,Condominium,1,0.0,98610.88,Excellent,150212.73,5778.94,0,57826.0,12.28,TRUE,8.0,Medium,0.0,High
FIN-08764,BLD-08764,Individual,3,310378.59,198257.76,Good,364737.07,18823.26,48,41195.0,14.2,TRUE,8.0,High,8.2,Low
FIN-08765,BLD-08765,Condominium,1,0.0,99033.59,Very Good,490244.37,28447.75,0,80630.0,15.72,TRUE,8.0,Low,0.0,High
FIN-08766,BLD-08766,Housing cooperative,1,0.0,127986.44,Excellent,160630.86,36457.73,0,50184.0,8.78,FALSE,0.0,Medium,1.3,High
FIN-08767,BLD-08767,Individual,5,206402.07,68454.89,Very Good,524495.68,24918.46,43,42367.0,10.75,FALSE,0.0,Medium,6.9,Medium
FIN-08768,BLD-08768,Corporate landlord,27,101759.12,870643.38,Very Good,330137.77,152162.98,0,65293.0,15.24,TRUE,8.0,Medium,4.5,Medium
FIN-08769,BLD-08769,Individual,5,190015.89,418329.3,Very Good,386946.51,181494.11,55,58724.0,16.18,TRUE,8.0,Low,2.2,Low
FIN-08770,BLD-08770,Corporate landlord,36,415581.98,811304.43,Good,64798.8,89547.62,0,50355.0,19.24,FALSE,0.0,Low,3.6,Low
FIN-08771,BLD-08771,Housing cooperative,1,0.0,326799.31,Excellent,423631.6,131487.15,0,49053.0,8.27,FALSE,0.0,Low,2.8,Low
FIN-08772,BLD-08772,Individual,2,164082.46,396830.08,Good,370565.78,62434.19,76,58978.0,9.98,FALSE,0.0,Low,8.9,Low
FIN-08773,BLD-08773,Corporate landlord,11,262484.52,841272.6,Excellent,153258.29,194904.83,0,69346.0,15.22,TRUE,8.0,Low,3.9,High
FIN-08774,BLD-08774,Individual,3,150931.7,179891.97,Good,793116.79,144664.37,39,63776.0,9.92,TRUE,8.0,Low,1.6,High
FIN-08775,BLD-08775,Municipal,57,544041.6,0.0,Excellent,470866.46,37446.81,0,43036.0,7.49,TRUE,8.0,Medium,1.4,Low
FIN-08776,BLD-08776,Individual,2,120189.17,189633.6,Good,144559.98,69116.52,48,50227.0,14.93,FALSE,0.0,High,8.9,Low
FIN-08777,BLD-08777,Individual,5,293583.14,166927.99,Excellent,54857.08,52532.66,43,58484.0,14.63,TRUE,8.0,Medium,3.4,High
FIN-08778,BLD-08778,Municipal,19,73622.4,0.0,Excellent,198551.5,179189.16,0,42736.0,8.68,TRUE,8.0,High,2.4,High
FIN-08779,BLD-08779,Municipal,24,80937.6,0.0,Excellent,597412.82,53166.68,0,34029.0,8.92,TRUE,8.0,Medium,1.4,Medium
FIN-08780,BLD-08780,Individual,4,516466.93,564989.47,Fair,109378.27,22096.1,75,44224.0,15.51,FALSE,0.0,Low,2.0,High
FIN-08781,BLD-08781,Condominium,1,0.0,136039.03,Good,387956.5,199330.94,0,45344.0,12.08,TRUE,8.0,Medium,0.0,Low
FIN-08782,BLD-08782,Corporate landlord,49,1305680.34,460467.65,Excellent,630871.68,172859.6,0,50797.0,19.34,FALSE,0.0,Medium,4.5,Medium
FIN-08783,BLD-08783,Condominium,1,0.0,32008.45,Very Good,165044.57,134675.12,0,82866.0,18.12,TRUE,8.0,Low,0.0,Medium
FIN-08784,BLD-08784,Corporate landlord,23,324319.08,1046020.53,Very Good,540139.44,180585.59,0,55324.0,18.42,TRUE,8.0,Medium,3.7,High
FIN-08785,BLD-08785,Corporate landlord,35,321123.98,1318645.07,Excellent,677421.93,189182.24,0,65359.0,17.3,FALSE,0.0,Low,6.0,High
FIN-08786,BLD-08786,Corporate landlord,24,431932.48,1297684.02,Very Good,108499.22,92057.94,0,68137.0,18.86,FALSE,0.0,Low,5.8,High
FIN-08787,BLD-08787,Housing cooperative,1,0.0,113124.72,Good,594201.44,150248.49,0,43839.0,8.55,FALSE,0.0,Medium,2.1,Medium
FIN-08788,BLD-08788,Housing cooperative,1,0.0,55419.39,Very Good,302699.3,118375.45,0,34330.0,9.57,FALSE,0.0,Low,2.5,Medium
FIN-08789,BLD-08789,Corporate landlord,24,218732.7,917649.51,Excellent,647538.04,56456.92,0,65340.0,18.1,TRUE,8.0,Medium,4.5,Medium
FIN-08790,BLD-08790,Municipal,61,282057.6,0.0,Excellent,208303.83,47984.53,0,32828.0,8.6,TRUE,8.0,Medium,2.9,Medium
FIN-08791,BLD-08791,Individual,1,552381.12,177648.59,Fair,370294.1,164353.45,59,54354.0,12.97,TRUE,8.0,Medium,2.7,Medium
FIN-08792,BLD-08792,Corporate landlord,48,325565.6,335846.16,Excellent,487622.61,7920.11,0,52909.0,13.45,TRUE,8.0,Medium,4.1,Medium
FIN-08793,BLD-08793,Condominium,1,0.0,15194.75,Excellent,548159.4,199633.26,0,60855.0,18.56,TRUE,8.0,Low,0.0,High
FIN-08794,BLD-08794,Municipal,80,66768.0,0.0,Excellent,277150.34,90966.24,0,35441.0,9.44,TRUE,8.0,High,3.6,Medium
FIN-08795,BLD-08795,Condominium,1,0.0,102336.87,Excellent,238790.34,173442.31,0,66528.0,12.19,TRUE,8.0,Low,0.0,Low
FIN-08796,BLD-08796,Corporate landlord,27,823088.41,256081.89,Good,445911.05,146976.22,0,56698.0,19.87,FALSE,0.0,Low,4.3,High
FIN-08797,BLD-08797,Housing cooperative,1,0.0,109213.82,Excellent,791160.8,45536.94,0,44191.0,10.33,FALSE,0.0,Low,1.5,Medium
FIN-08798,BLD-08798,Municipal,68,152668.8,0.0,Excellent,553314.36,142492.46,0,29669.0,7.48,TRUE,8.0,High,1.2,Low
FIN-08799,BLD-08799,Individual,1,633913.27,306608.41,Fair,632180.5,49156.3,57,58875.0,13.33,TRUE,8.0,Low,4.4,Low
FIN-08800,BLD-08800,Condominium,1,0.0,47870.04,Excellent,366348.28,58308.84,0,46628.0,12.12,TRUE,8.0,Medium,0.0,High
FIN-08801,BLD-08801,Corporate landlord,42,266279.8,1078885.14,Excellent,219633.44,7636.05,0,51444.0,13.14,FALSE,0.0,Low,0.9,Low
FIN-08802,BLD-08802,Individual,5,303548.74,541968.48,Fair,704362.69,26647.17,54,47193.0,14.02,TRUE,8.0,Medium,4.3,High
FIN-08803,BLD-08803,Condominium,1,0.0,143781.85,Excellent,578068.32,178490.84,0,85892.0,15.18,TRUE,8.0,Low,0.0,Medium
FIN-08804,BLD-08804,Individual,4,1008442.72,84575.03,Good,415414.98,67800.47,74,60463.0,16.45,TRUE,8.0,Medium,0.0,High
FIN-08805,BLD-08805,Municipal,66,106857.6,0.0,Excellent,720270.79,163019.11,0,43446.0,9.4,TRUE,8.0,High,1.2,High
FIN-08806,BLD-08806,Corporate landlord,47,824148.19,1181744.03,Excellent,244468.39,143040.1,0,47881.0,20.61,TRUE,8.0,Medium,0.7,High
FIN-08807,BLD-08807,Condominium,1,0.0,104489.58,Good,549133.79,100155.01,0,71929.0,19.76,TRUE,8.0,Low,0.0,High
FIN-08808,BLD-08808,Condominium,1,0.0,45655.5,Good,242595.79,52179.77,0,70763.0,18.37,TRUE,8.0,Low,0.0,Low
FIN-08809,BLD-08809,Housing cooperative,1,0.0,65164.95,Very Good,253208.9,42705.88,0,48757.0,9.65,FALSE,0.0,Medium,0.9,High
FIN-08810,BLD-08810,Condominium,1,0.0,140915.59,Very Good,647801.84,153654.54,0,84545.0,19.34,TRUE,8.0,Medium,0.0,Medium
FIN-08811,BLD-08811,Municipal,44,189590.4,0.0,Excellent,64662.37,96491.49,0,33063.0,8.72,TRUE,8.0,High,3.2,Medium
FIN-08812,BLD-08812,Individual,2,30655.15,424710.94,Excellent,452555.89,117770.86,65,40047.0,10.29,FALSE,0.0,Medium,7.6,Low
FIN-08813,BLD-08813,Corporate landlord,39,819641.99,211024.51,Very Good,326610.31,151552.39,0,66249.0,21.88,TRUE,8.0,Medium,0.5,Medium
FIN-08814,BLD-08814,Condominium,1,0.0,149585.5,Good,555788.3,16080.29,0,46959.0,19.23,TRUE,8.0,Low,0.0,Low
FIN-08815,BLD-08815,Condominium,1,0.0,29565.28,Very Good,145996.16,97385.15,0,78862.0,12.29,TRUE,8.0,Low,0.0,Low
FIN-08816,BLD-08816,Condominium,1,0.0,8917.85,Very Good,269338.49,165874.69,0,74358.0,14.22,TRUE,8.0,Low,0.0,Medium
FIN-08817,BLD-08817,Condominium,1,0.0,62051.02,Good,653502.74,105789.75,0,77711.0,15.73,TRUE,8.0,Medium,0.0,Low
FIN-08818,BLD-08818,Housing cooperative,1,0.0,54213.35,Very Good,788029.44,23934.86,0,46254.0,7.21,FALSE,0.0,Medium,0.7,Medium
FIN-08819,BLD-08819,Municipal,14,328819.2,0.0,Excellent,310158.32,44676.01,0,35044.0,8.97,TRUE,8.0,High,2.7,Medium
FIN-08820,BLD-08820,Housing cooperative,1,0.0,102870.06,Good,131547.0,118908.13,0,54660.0,10.01,FALSE,0.0,Medium,2.5,Medium
FIN-08821,BLD-08821,Individual,4,348791.67,30.76,Very Good,516971.12,7471.79,39,45702.0,13.39,TRUE,8.0,Medium,5.1,Low
FIN-08822,BLD-08822,Housing cooperative,1,0.0,315592.59,Very Good,606042.85,125638.23,0,50180.0,10.98,FALSE,0.0,Low,2.8,Medium
FIN-08823,BLD-08823,Individual,2,180765.21,408504.95,Fair,539336.83,18291.34,56,64113.0,16.02,TRUE,8.0,Medium,1.9,Medium
FIN-08824,BLD-08824,Condominium,1,0.0,130768.69,Excellent,625314.26,116304.46,0,76237.0,18.29,TRUE,8.0,Low,0.0,Medium
FIN-08825,BLD-08825,Housing cooperative,1,0.0,324448.76,Good,702861.98,174340.53,0,31044.0,8.2,FALSE,0.0,Low,1.4,High
FIN-08826,BLD-08826,Municipal,66,304387.2,0.0,Excellent,93123.44,23191.82,0,30988.0,9.56,TRUE,8.0,High,1.4,Medium
FIN-08827,BLD-08827,Corporate landlord,25,396293.56,994336.48,Very Good,721174.91,31349.57,0,61506.0,14.36,TRUE,8.0,Low,1.0,Low
FIN-08828,BLD-08828,Condominium,1,0.0,73718.12,Very Good,373290.6,20605.39,0,46178.0,15.19,TRUE,8.0,Low,0.0,Low
FIN-08829,BLD-08829,Housing cooperative,1,0.0,307316.92,Very Good,443426.23,98141.63,0,41385.0,8.51,FALSE,0.0,Medium,1.1,Low
FIN-08830,BLD-08830,Municipal,49,328780.8,0.0,Excellent,505408.07,104613.61,0,42762.0,8.65,TRUE,8.0,High,4.4,Low
FIN-08831,BLD-08831,Housing cooperative,1,0.0,164049.16,Good,655388.68,55876.09,0,44675.0,9.78,FALSE,0.0,Low,1.4,High
FIN-08832,BLD-08832,Corporate landlord,12,155113.91,1169793.05,Excellent,660025.38,199744.43,0,71053.0,14.74,TRUE,8.0,Low,5.3,High
FIN-08833,BLD-08833,Municipal,66,120249.6,0.0,Excellent,487074.01,156857.54,0,38522.0,8.23,TRUE,8.0,High,2.8,Medium
FIN-08834,BLD-08834,Condominium,1,0.0,68732.38,Very Good,759960.14,138770.77,0,76987.0,14.18,TRUE,8.0,Low,0.0,High
FIN-08835,BLD-08835,Corporate landlord,27,92322.08,1282388.66,Good,625140.8,133262.81,0,43473.0,21.09,FALSE,0.0,Low,4.1,High
FIN-08836,BLD-08836,Housing cooperative,1,0.0,73386.44,Good,597468.04,165644.7,0,53211.0,8.3,FALSE,0.0,Medium,0.5,Low
FIN-08837,BLD-08837,Corporate landlord,24,315312.51,280470.59,Very Good,750339.85,22229.89,0,67319.0,20.07,FALSE,0.0,Low,2.9,Low
FIN-08838,BLD-08838,Individual,3,63198.68,26164.04,Good,754874.88,126044.14,57,54593.0,9.82,FALSE,0.0,Low,1.4,High
FIN-08839,BLD-08839,Corporate landlord,46,328998.77,652443.76,Good,642781.48,121288.96,0,50079.0,16.24,FALSE,0.0,Medium,1.7,Medium
FIN-08840,BLD-08840,Individual,3,628165.87,485472.06,Good,102156.83,171501.18,64,35397.0,15.96,TRUE,8.0,Low,9.7,Low
FIN-08841,BLD-08841,Municipal,65,495859.2,0.0,Excellent,151159.2,81095.59,0,36487.0,7.01,TRUE,8.0,High,3.6,High
FIN-08842,BLD-08842,Municipal,12,328032.0,0.0,Excellent,776872.28,184516.1,0,44942.0,9.3,TRUE,8.0,High,3.5,High
FIN-08843,BLD-08843,Condominium,1,0.0,119138.86,Good,334567.48,139167.23,0,68277.0,12.16,TRUE,8.0,Low,0.0,Medium
FIN-08844,BLD-08844,Corporate landlord,19,336403.53,296952.36,Good,195378.65,58683.18,0,71704.0,15.04,TRUE,8.0,Medium,3.3,Medium
FIN-08845,BLD-08845,Individual,3,188334.94,496928.42,Excellent,512824.59,116672.6,75,44221.0,10.62,TRUE,8.0,Medium,5.1,High
FIN-08846,BLD-08846,Corporate landlord,12,637484.64,509211.73,Excellent,164169.27,49774.95,0,61309.0,20.2,FALSE,0.0,Low,5.8,Medium
FIN-08847,BLD-08847,Housing cooperative,1,0.0,328440.06,Excellent,450847.2,72931.61,0,41562.0,7.57,FALSE,0.0,Low,1.9,Low
FIN-08848,BLD-08848,Individual,1,523904.78,509972.75,Good,79258.99,127982.04,73,30343.0,12.47,TRUE,8.0,High,6.5,Low
FIN-08849,BLD-08849,Individual,3,123777.61,185795.02,Excellent,688033.1,184275.53,43,55032.0,12.77,TRUE,8.0,Medium,5.1,Medium
FIN-08850,BLD-08850,Condominium,1,0.0,100503.33,Excellent,789257.97,42903.41,0,48035.0,16.17,TRUE,8.0,Low,0.0,Low
FIN-08851,BLD-08851,Housing cooperative,1,0.0,341617.81,Good,661523.06,83507.72,0,39711.0,10.85,FALSE,0.0,Medium,0.8,Low
FIN-08852,BLD-08852,Municipal,22,170572.8,0.0,Excellent,188606.79,42851.44,0,43845.0,9.45,TRUE,8.0,Medium,1.5,Medium
FIN-08853,BLD-08853,Housing cooperative,1,0.0,146043.16,Excellent,541493.13,193798.39,0,52471.0,10.75,FALSE,0.0,Low,0.1,High
FIN-08854,BLD-08854,Municipal,73,159436.8,0.0,Excellent,781889.16,50619.98,0,30522.0,9.96,TRUE,8.0,High,3.5,Medium
FIN-08855,BLD-08855,Corporate landlord,44,196851.6,1433063.84,Very Good,476127.27,173280.59,0,72017.0,18.82,FALSE,0.0,Medium,1.3,High
FIN-08856,BLD-08856,Condominium,1,0.0,146053.3,Very Good,735288.72,49639.1,0,62604.0,13.32,TRUE,8.0,Low,0.0,Medium
FIN-08857,BLD-08857,Individual,1,157572.36,470630.24,Fair,200597.02,193446.87,38,61188.0,16.33,TRUE,8.0,Medium,0.4,Medium
FIN-08858,BLD-08858,Housing cooperative,1,0.0,70468.54,Good,737921.56,151267.18,0,35468.0,10.31,FALSE,0.0,Low,0.9,Medium
FIN-08859,BLD-08859,Municipal,55,30153.6,0.0,Excellent,469471.23,144137.0,0,44248.0,8.92,TRUE,8.0,High,3.7,Medium
FIN-08860,BLD-08860,Individual,1,178352.87,490674.12,Excellent,170686.95,118861.08,70,39021.0,15.94,TRUE,8.0,Medium,8.4,Medium
FIN-08861,BLD-08861,Municipal,13,57062.4,0.0,Excellent,331850.81,9543.99,0,29717.0,7.37,TRUE,8.0,Medium,1.7,Low
FIN-08862,BLD-08862,Individual,3,458222.51,597447.65,Good,501554.85,88945.58,65,62615.0,9.55,TRUE,8.0,Low,7.5,High
FIN-08863,BLD-08863,Municipal,80,194064.0,0.0,Excellent,408669.65,38681.43,0,40699.0,7.07,TRUE,8.0,High,2.6,Low
FIN-08864,BLD-08864,Housing cooperative,1,0.0,334843.1,Excellent,610974.34,127689.26,0,45120.0,9.75,FALSE,0.0,Medium,0.3,Low
FIN-08865,BLD-08865,Individual,1,215247.56,175667.21,Very Good,706243.69,24477.9,64,54632.0,10.2,FALSE,0.0,High,8.8,Low
FIN-08866,BLD-08866,Housing cooperative,1,0.0,180456.61,Good,98046.72,108741.8,0,45917.0,10.18,FALSE,0.0,Medium,0.4,Medium
FIN-08867,BLD-08867,Condominium,1,0.0,41477.09,Excellent,715162.77,179377.78,0,76327.0,13.88,TRUE,8.0,Low,0.0,Medium
FIN-08868,BLD-08868,Housing cooperative,1,0.0,336612.97,Very Good,328926.01,131157.66,0,52203.0,10.41,FALSE,0.0,Medium,0.8,Medium
FIN-08869,BLD-08869,Condominium,1,0.0,95386.48,Excellent,546292.82,147439.72,0,56072.0,16.39,TRUE,8.0,Medium,0.0,High
FIN-08870,BLD-08870,Corporate landlord,11,227740.68,1032426.54,Good,52487.8,167688.06,0,67160.0,14.07,TRUE,8.0,Low,4.6,High
FIN-08871,BLD-08871,Housing cooperative,1,0.0,131207.74,Good,495469.74,96700.8,0,42064.0,8.56,FALSE,0.0,Low,2.0,Low
FIN-08872,BLD-08872,Municipal,48,94080.0,0.0,Excellent,713183.11,190542.43,0,39453.0,8.16,TRUE,8.0,High,4.3,Medium
FIN-08873,BLD-08873,Individual,1,66375.18,411044.85,Very Good,408128.57,10735.23,43,49326.0,11.73,TRUE,8.0,Medium,3.6,High
FIN-08874,BLD-08874,Corporate landlord,28,183340.74,310723.59,Good,97564.76,16144.82,0,44059.0,13.49,FALSE,0.0,Medium,2.1,Medium
FIN-08875,BLD-08875,Condominium,1,0.0,36283.34,Excellent,751322.46,120316.67,0,71207.0,16.16,TRUE,8.0,Low,0.0,Medium
FIN-08876,BLD-08876,Housing cooperative,1,0.0,354611.95,Excellent,545215.27,32477.24,0,49221.0,8.26,FALSE,0.0,Medium,1.3,Low
FIN-08877,BLD-08877,Corporate landlord,22,640016.8,1253229.13,Excellent,514643.74,114995.3,0,51081.0,15.57,TRUE,8.0,Medium,1.1,High
FIN-08878,BLD-08878,Housing cooperative,1,0.0,393941.95,Excellent,143672.43,131281.18,0,36171.0,10.98,FALSE,0.0,Low,0.3,Medium
FIN-08879,BLD-08879,Condominium,1,0.0,82611.29,Good,618159.04,166204.72,0,56079.0,14.11,TRUE,8.0,Medium,0.0,High
FIN-08880,BLD-08880,Municipal,52,150854.4,0.0,Excellent,405798.14,54208.26,0,42256.0,8.51,TRUE,8.0,Medium,2.0,Medium
FIN-08881,BLD-08881,Municipal,14,446505.6,0.0,Excellent,771823.16,185141.32,0,28797.0,9.42,TRUE,8.0,High,4.2,High
FIN-08882,BLD-08882,Corporate landlord,32,350603.47,1499200.95,Very Good,176650.57,128483.23,0,71113.0,13.05,TRUE,8.0,Medium,0.9,Low
FIN-08883,BLD-08883,Municipal,73,203395.2,0.0,Excellent,388561.08,151037.46,0,37020.0,8.28,TRUE,8.0,High,2.4,Low
FIN-08884,BLD-08884,Municipal,10,164812.8,0.0,Excellent,489051.0,8507.34,0,43423.0,7.5,TRUE,8.0,High,1.5,High
FIN-08885,BLD-08885,Individual,3,457283.28,358001.85,Excellent,796263.06,77469.38,69,42362.0,13.66,TRUE,8.0,Low,5.3,Medium
FIN-08886,BLD-08886,Condominium,1,0.0,90486.62,Excellent,494897.17,46083.25,0,61918.0,14.13,TRUE,8.0,Low,0.0,Low
FIN-08887,BLD-08887,Municipal,33,192288.0,0.0,Excellent,127723.98,163768.91,0,44832.0,9.9,TRUE,8.0,Medium,3.9,High
FIN-08888,BLD-08888,Housing cooperative,1,0.0,144019.9,Good,735438.11,117616.26,0,42784.0,7.45,FALSE,0.0,Medium,2.0,Low
FIN-08889,BLD-08889,Individual,4,70087.52,462332.28,Good,255718.19,139066.58,47,53769.0,12.73,TRUE,8.0,Medium,7.6,Medium
