building_id,district,postal_code,address,latitude,longitude,construction_year,building_type,num_units,total_area_m2,num_floors,roof_type,facade_material,window_type,heating_system,heating_age,insulation_walls,insulation_roof,insulation_basement,ownership_type,epc_rating,epc_date,energy_consumption_kwh_m2,last_renovation_year,listed_building
BLD-07041,Neukölln,12059,Landsberger Allee 64,52.488551,13.44893,1972,1970s block,23,1409.4,2,Flat,Render,Single-pane,Heat pump,4,Partial,Partial,None,Condominium,F,2016-08-09,180.7,2016,FALSE
BLD-07042,Tempelhof-Schöneberg,10779,Pappelallee 5,52.45994,13.341156,1969,1970s block,12,954.1,6,Pitched,Sandstone,Single-pane,Mixed,30,Partial,None,Partial,Municipal,F,2019-02-19,183.2,,FALSE
BLD-07043,Marzahn-Hellersdorf,12683,Eberswalder Str. 18,52.547298,13.588213,1889,Altbau,14,1365.5,9,Pitched,Prefab panel,Double-pane,Heat pump,22,Partial,Full,None,Housing cooperative,H,2015-08-26,251.7,,FALSE
BLD-07044,Reinickendorf,13465,Köpenicker Str. 151,52.580421,13.362734,1955,Post-war,30,2645.6,6,Pitched,Sandstone,Single-pane,Gas boiler,9,Partial,None,None,Private landlord,F,2020-01-18,194.6,1998,FALSE
BLD-07045,Friedrichshain-Kreuzberg,10243,Warschauer Str. 72,52.515221,13.43082,1994,Modern,3,210.6,3,Hip,Prefab panel,Triple-pane,Heat pump,15,None,Partial,None,Municipal,C,2018-11-09,88.8,,FALSE
BLD-07046,Reinickendorf,13469,Hellersdorfer Str. 141,52.592867,13.36104,1999,Modern,18,1883.0,5,Hip,Brick,Double-pane,Electric,20,Partial,Partial,Partial,Municipal,C,2018-04-12,96.3,,FALSE
BLD-07047,Neukölln,12049,Lichtenberger Str. 162,52.479325,13.429252,1985,1980s block,5,289.2,5,Hip,Prefab panel,Triple-pane,Mixed,13,None,Full,None,Municipal,E,2015-06-15,151.3,2001,FALSE
BLD-07048,Mitte,10119,Hermannstr. 74,52.519964,13.381688,2002,Modern,21,1877.0,7,Flat,Render,Triple-pane,Gas boiler,12,Full,Partial,Full,Condominium,C,2019-11-28,77.8,2014,FALSE
BLD-07049,Pankow,13088,Mariendorfer Damm 151,52.587205,13.410293,2001,Modern,18,1843.4,6,Flat,Prefab panel,Triple-pane,District heating,3,Partial,Partial,Full,Corporate landlord,C,2020-07-31,76.6,,FALSE
BLD-07050,Neukölln,12053,Karl-Marx-Str. 32,52.486235,13.441733,1960,Post-war,22,1516.8,5,Pitched,Render,Single-pane,Oil boiler,2,None,Full,None,Private landlord,F,2021-02-20,184.9,2017,FALSE
BLD-07051,Steglitz-Zehlendorf,12163,Karl-Marx-Str. 118,52.446855,13.308202,1982,Plattenbau,29,2398.1,8,Hip,Prefab panel,Mixed,District heating,31,None,Partial,None,Housing cooperative,F,2019-12-14,184.0,2009,FALSE
BLD-07052,Neukölln,12055,Invalidenstraße 161,52.483919,13.415206,1986,1980s block,21,1394.2,6,Mansard,Prefab panel,Mixed,Electric,20,Partial,None,None,Housing cooperative,F,2015-02-14,163.7,,FALSE
BLD-07053,Mitte,10117,Brunsbütteler Damm 128,52.520839,13.395801,1909,Gründerzeit,7,548.3,9,Flat,Render,Mixed,Mixed,13,None,None,None,Housing cooperative,G,2016-03-03,228.2,1995,FALSE
BLD-07054,Friedrichshain-Kreuzberg,10967,Hauptstr. 131,52.511884,13.471569,1957,Post-war,23,2139.8,7,Mansard,Mixed,Single-pane,District heating,7,None,None,None,Housing cooperative,F,2019-04-12,187.1,,FALSE
BLD-07055,Friedrichshain-Kreuzberg,10249,Spandauer Str. 131,52.495284,13.441768,1987,Plattenbau,27,2320.8,4,Mansard,Prefab panel,Mixed,Electric,30,Full,None,Partial,Corporate landlord,F,2019-09-17,182.6,,FALSE
BLD-07056,Friedrichshain-Kreuzberg,10963,Lichtenberger Str. 124,52.505243,13.425838,1958,Post-war,17,1478.9,6,Flat,Prefab panel,Triple-pane,Gas boiler,16,None,Partial,None,Municipal,F,2018-08-20,182.6,2007,FALSE
BLD-07057,Mitte,10179,Hellersdorfer Str. 110,52.528447,13.41826,1909,Gründerzeit,33,3540.1,5,Mansard,Concrete,Single-pane,Oil boiler,14,None,None,None,Private landlord,H,2023-02-10,257.2,,FALSE
BLD-07058,Mitte,10117,Prenzlauer Allee 74,52.523492,13.419681,1983,1980s block,24,1784.7,5,Mansard,Sandstone,Mixed,Gas boiler,31,None,None,None,Private landlord,E,2016-06-16,137.5,,FALSE
BLD-07059,Marzahn-Hellersdorf,12685,Hauptstr. 63,52.548196,13.599849,1997,Modern,26,2449.4,5,Mansard,Sandstone,Mixed,District heating,12,Partial,Partial,None,Condominium,C,2023-09-16,94.3,2011,FALSE
BLD-07060,Mitte,10179,Hellersdorfer Str. 93,52.516589,13.390468,1998,Modern,15,1471.8,5,Flat,Concrete,Double-pane,Mixed,15,Partial,None,Partial,Municipal,C,2015-12-03,92.8,,FALSE
BLD-07061,Treptow-Köpenick,12435,Potsdamer Str. 77,52.442706,13.577939,1899,Gründerzeit,38,3735.1,2,Hip,Mixed,Single-pane,Gas boiler,13,None,Full,None,Corporate landlord,G,2021-12-03,244.8,2002,FALSE
BLD-07062,Tempelhof-Schöneberg,10779,Potsdamer Str. 84,52.465891,13.363077,1903,Altbau,16,1586.3,4,Pitched,Prefab panel,Single-pane,Gas boiler,1,None,None,Partial,Municipal,G,2018-09-19,245.1,2011,FALSE
BLD-07063,Lichtenberg,13059,Marzahner Chaussee 114,52.507327,13.532411,1951,Post-war,23,1916.1,7,Mansard,Mixed,Mixed,Mixed,12,None,None,None,Condominium,F,2022-04-05,194.8,1998,FALSE
BLD-07064,Marzahn-Hellersdorf,12619,Neuköllner Str. 141,52.516809,13.593802,1977,Plattenbau,35,3227.3,8,Flat,Prefab panel,Single-pane,Gas boiler,27,Partial,None,None,Housing cooperative,F,2019-01-13,171.3,,FALSE
BLD-07065,Reinickendorf,13407,Schönhauser Allee 148,52.589681,13.293358,2000,Modern,14,1009.4,9,Mansard,Concrete,Triple-pane,Oil boiler,13,None,Full,Partial,Private landlord,D,2023-10-19,105.9,,FALSE
BLD-07066,Marzahn-Hellersdorf,12679,Neuköllner Str. 165,52.538914,13.54715,1880,Altbau,9,941.9,2,Pitched,Sandstone,Single-pane,Heat pump,18,None,None,Full,Housing cooperative,G,2015-05-20,236.0,2020,FALSE
BLD-07067,Pankow,10439,Richardstr. 29,52.582058,13.458153,1972,1970s block,16,1295.2,6,Mansard,Brick,Triple-pane,Heat pump,16,None,None,None,Housing cooperative,G,2016-10-30,226.7,1999,FALSE
BLD-07068,Reinickendorf,13469,Berliner Str. 49,52.581389,13.309467,1980,Plattenbau,5,373.7,2,Mansard,Prefab panel,Double-pane,Mixed,26,Full,None,Partial,Housing cooperative,F,2016-05-11,189.0,2018,FALSE
BLD-07069,Charlottenburg-Wilmersdorf,10625,Karl-Marx-Allee 54,52.503313,13.318156,2002,Modern,21,1814.7,4,Flat,Sandstone,Double-pane,Heat pump,24,Full,Full,None,Housing cooperative,D,2020-01-28,105.8,2023,FALSE
BLD-07070,Mitte,10178,Rummelsburger Str. 162,52.529857,13.391647,1892,Altbau,20,2132.2,5,Pitched,Render,Single-pane,Electric,26,None,None,None,Corporate landlord,G,2022-02-10,235.0,,FALSE
BLD-07071,Pankow,13158,Hermannstr. 43,52.553042,13.383101,1984,1980s block,28,2590.1,2,Pitched,Brick,Mixed,Heat pump,21,None,Partial,Partial,Private landlord,E,2022-10-21,154.7,2010,FALSE
BLD-07072,Pankow,13189,Lichtenberger Str. 69,52.550668,13.418251,1986,1980s block,23,2412.2,8,Mansard,Concrete,Triple-pane,Mixed,1,Full,None,None,Condominium,F,2018-01-28,198.3,2021,FALSE
BLD-07073,Steglitz-Zehlendorf,14195,Greifswalder Str. 163,52.440374,13.275865,1970,1970s block,2,123.8,7,Pitched,Brick,Single-pane,Electric,3,None,None,None,Corporate landlord,E,2015-12-06,144.1,,FALSE
BLD-07074,Lichtenberg,13053,Kolonnenstr. 120,52.537047,13.475166,2009,Modern,11,759.4,8,Pitched,Brick,Mixed,Heat pump,32,None,Full,Full,Private landlord,A,2017-07-31,47.2,,FALSE
BLD-07075,Treptow-Köpenick,12459,Gatower Str. 59,52.4578,13.576464,1958,Post-war,17,960.8,4,Pitched,Brick,Mixed,District heating,11,None,None,Partial,Housing cooperative,F,2015-04-06,181.0,2016,FALSE
BLD-07076,Marzahn-Hellersdorf,12683,Eberswalder Str. 45,52.54029,13.594175,1991,Modern,9,574.5,9,Flat,Prefab panel,Triple-pane,Gas boiler,32,Partial,None,Partial,Corporate landlord,C,2018-09-05,77.9,,FALSE
BLD-07077,Friedrichshain-Kreuzberg,10967,Kolonnenstr. 134,52.503961,13.444458,2004,Modern,27,2336.4,9,Pitched,Concrete,Mixed,Oil boiler,7,Full,Full,Full,Private landlord,C,2018-08-27,86.5,2009,FALSE
BLD-07078,Reinickendorf,13405,Spandauer Str. 83,52.56211,13.33894,1891,Altbau,40,2659.9,3,Pitched,Prefab panel,Single-pane,Heat pump,11,None,None,None,Corporate landlord,H,2022-12-23,257.0,2008,FALSE
BLD-07079,Charlottenburg-Wilmersdorf,10623,Innsbrucker Str. 67,52.52496,13.311103,1970,1970s block,23,1787.2,7,Mansard,Sandstone,Single-pane,Heat pump,15,Partial,Full,Full,Municipal,E,2016-04-04,142.3,,FALSE
BLD-07080,Steglitz-Zehlendorf,14163,Wrangelstr. 9,52.442215,13.242765,1872,Altbau,20,1540.7,9,Mansard,Render,Single-pane,District heating,23,None,None,Partial,Municipal,H,2017-09-18,261.8,2010,FALSE
BLD-07081,Friedrichshain-Kreuzberg,10245,Zehlendorfer Str. 96,52.507731,13.424829,1877,Altbau,37,3548.1,5,Mansard,Prefab panel,Single-pane,Heat pump,18,None,None,None,Condominium,G,2017-06-27,236.9,,FALSE
BLD-07082,Mitte,10117,Potsdamer Str. 130,52.534752,13.412355,1980,1980s block,13,1257.8,7,Pitched,Concrete,Mixed,Heat pump,33,Partial,Partial,None,Corporate landlord,F,2018-09-22,179.0,2018,FALSE
BLD-07083,Steglitz-Zehlendorf,14169,Britzer Damm 14,52.430862,13.270327,1906,Gründerzeit,32,1806.2,7,Mansard,Sandstone,Single-pane,Mixed,24,None,None,None,Condominium,G,2020-11-25,242.8,,FALSE
BLD-07084,Reinickendorf,13439,Lichtenberger Str. 18,52.593181,13.338799,1970,1970s block,23,2161.6,7,Pitched,Mixed,Single-pane,Gas boiler,1,Partial,None,Partial,Municipal,F,2018-03-13,193.4,2011,FALSE
BLD-07085,Treptow-Köpenick,12459,Karl-Marx-Str. 4,52.486401,13.529386,1990,Modern,21,2212.2,8,Mansard,Render,Triple-pane,Gas boiler,26,Partial,None,None,Corporate landlord,B,2015-11-23,65.7,2013,FALSE
BLD-07086,Pankow,13089,Karl-Marx-Str. 100,52.55074,13.415496,1899,Gründerzeit,23,2025.1,2,Hip,Mixed,Single-pane,Heat pump,11,None,None,Partial,Private landlord,G,2020-02-21,226.6,2016,FALSE
BLD-07087,Charlottenburg-Wilmersdorf,14193,Köpenicker Str. 18,52.520813,13.294502,1979,1980s block,24,1823.3,4,Pitched,Sandstone,Single-pane,Mixed,26,None,None,Full,Municipal,E,2016-06-13,152.0,2007,FALSE
BLD-07088,Tempelhof-Schöneberg,12105,Müllerstr. 171,52.456694,13.365369,1978,Plattenbau,38,3128.4,8,Hip,Prefab panel,Single-pane,District heating,25,None,Partial,Partial,Condominium,F,2018-11-03,181.2,2000,FALSE
BLD-07089,Steglitz-Zehlendorf,12165,Hermannstr. 157,52.434812,13.301,1973,1970s block,3,201.6,2,Mansard,Prefab panel,Single-pane,Gas boiler,6,Partial,None,None,Housing cooperative,F,2017-08-18,173.7,,FALSE
BLD-07090,Steglitz-Zehlendorf,14167,Köpenicker Str. 78,52.430936,13.292282,1973,1970s block,14,781.7,8,Flat,Concrete,Mixed,Mixed,22,Full,Partial,None,Private landlord,F,2020-07-31,179.5,,FALSE
BLD-07091,Neukölln,12055,Tempelhofer Damm 37,52.457923,13.431836,1951,Post-war,14,1178.6,7,Flat,Sandstone,Double-pane,Gas boiler,18,None,None,Partial,Housing cooperative,F,2020-08-28,182.8,2001,FALSE
BLD-07092,Marzahn-Hellersdorf,12621,Torstr. 66,52.532286,13.549921,1874,Altbau,40,3242.2,7,Pitched,Mixed,Single-pane,Oil boiler,1,None,Partial,None,Housing cooperative,G,2020-07-16,220.1,2016,FALSE
BLD-07093,Reinickendorf,13409,Frankfurter Allee 16,52.575411,13.342187,1970,1970s block,16,1415.7,8,Pitched,Prefab panel,Triple-pane,Gas boiler,4,None,Partial,Full,Corporate landlord,F,2017-03-08,164.6,,FALSE
BLD-07094,Neukölln,12057,Lichtenberger Str. 160,52.467629,13.422392,1873,Altbau,23,1567.6,2,Mansard,Brick,Mixed,Heat pump,8,None,None,None,Municipal,H,2021-04-05,278.1,,TRUE
BLD-07095,Lichtenberg,10317,Eberswalder Str. 121,52.516563,13.508118,1946,Post-war,17,1130.3,5,Pitched,Render,Triple-pane,Oil boiler,7,None,None,None,Housing cooperative,F,2023-03-13,183.8,2003,FALSE
BLD-07096,Tempelhof-Schöneberg,12103,Nonnendammallee 127,52.478684,13.3527,1881,Gründerzeit,38,3290.5,4,Hip,Concrete,Triple-pane,Mixed,26,None,None,None,Corporate landlord,G,2017-01-12,229.4,2019,FALSE
BLD-07097,Reinickendorf,13435,Wrangelstr. 42,52.57547,13.343673,1974,1970s block,30,2962.2,2,Mansard,Prefab panel,Single-pane,Mixed,18,Partial,None,None,Condominium,F,2023-04-07,166.5,,FALSE
BLD-07098,Steglitz-Zehlendorf,14163,Britzer Damm 124,52.466362,13.316614,1883,Altbau,36,1986.5,9,Hip,Sandstone,Single-pane,District heating,33,None,None,Partial,Housing cooperative,H,2022-01-13,279.8,2014,FALSE
BLD-07099,Spandau,13589,Sonnenallee 107,52.511089,13.186648,1981,Plattenbau,52,5312.9,8,Pitched,Prefab panel,Mixed,District heating,28,None,Partial,None,Condominium,F,2016-04-29,171.8,2020,FALSE
BLD-07100,Lichtenberg,13053,Kolonnenstr. 25,52.538016,13.492647,1985,Plattenbau,40,3690.6,5,Hip,Prefab panel,Mixed,Heat pump,31,Full,Partial,None,Condominium,E,2016-06-12,158.7,1995,FALSE
BLD-07101,Steglitz-Zehlendorf,12163,Danziger Str. 155,52.464631,13.314224,1885,Gründerzeit,19,2010.1,9,Flat,Brick,Single-pane,Electric,2,None,None,None,Private landlord,H,2020-04-26,271.8,,FALSE
BLD-07102,Pankow,13189,Rummelsburger Str. 172,52.569908,13.453545,1965,Plattenbau,50,4632.1,9,Pitched,Prefab panel,Single-pane,Heat pump,20,None,Partial,None,Private landlord,F,2020-01-04,177.9,,FALSE
BLD-07103,Spandau,13581,Schönhauser Allee 163,52.529008,13.232879,2001,Modern,24,1799.7,4,Hip,Sandstone,Triple-pane,Oil boiler,19,Full,Partial,Full,Condominium,B,2020-05-02,72.7,,FALSE
BLD-07104,Reinickendorf,13469,Frankfurter Allee 42,52.595192,13.309215,1880,Gründerzeit,42,3536.4,6,Hip,Render,Triple-pane,Oil boiler,18,None,Partial,None,Municipal,G,2017-10-18,241.2,,FALSE
BLD-07105,Mitte,10117,Danziger Str. 21,52.524103,13.397378,1883,Gründerzeit,28,1711.2,3,Pitched,Render,Single-pane,Gas boiler,10,None,None,None,Private landlord,H,2020-12-25,270.5,2007,FALSE
BLD-07106,Lichtenberg,13053,Prenzlauer Allee 100,52.521575,13.471157,1881,Gründerzeit,8,603.3,5,Mansard,Mixed,Mixed,District heating,18,None,None,None,Corporate landlord,H,2020-07-28,281.1,,FALSE
BLD-07107,Mitte,10117,Brunsbütteler Damm 9,52.534033,13.389941,1978,Plattenbau,10,1065.8,9,Hip,Prefab panel,Single-pane,Gas boiler,9,None,None,None,Municipal,F,2015-04-23,188.7,2007,FALSE
BLD-07108,Tempelhof-Schöneberg,10785,Richardstr. 98,52.488087,13.391537,2000,Modern,9,545.7,9,Hip,Prefab panel,Mixed,Mixed,12,Partial,Full,Full,Housing cooperative,B,2018-03-10,64.9,,FALSE
BLD-07109,Reinickendorf,13437,Richardstr. 115,52.586442,13.344885,1895,Altbau,41,2977.5,6,Flat,Mixed,Single-pane,Electric,21,None,None,Partial,Condominium,G,2021-06-29,247.4,,FALSE
BLD-07110,Tempelhof-Schöneberg,12103,Berliner Str. 28,52.495159,13.389059,1883,Altbau,35,2273.6,4,Hip,Prefab panel,Triple-pane,Electric,4,None,None,None,Private landlord,G,2023-08-06,227.0,,FALSE
BLD-07111,Reinickendorf,13405,Potsdamer Str. 115,52.557827,13.294236,1954,Post-war,10,619.6,8,Flat,Sandstone,Single-pane,District heating,17,None,Partial,Partial,Housing cooperative,G,2021-01-04,220.1,2022,FALSE
BLD-07112,Tempelhof-Schöneberg,10781,Karl-Marx-Str. 66,52.474841,13.368694,1946,Post-war,3,258.5,3,Hip,Brick,Double-pane,Heat pump,20,None,None,None,Corporate landlord,G,2017-11-24,208.3,,FALSE
BLD-07113,Neukölln,12057,Nonnendammallee 49,52.458344,13.450308,1984,1980s block,7,760.1,4,Hip,Mixed,Double-pane,Mixed,22,None,Full,Full,Municipal,E,2023-09-27,146.9,,FALSE
BLD-07114,Spandau,13585,Torstr. 59,52.537118,13.221537,1972,1970s block,12,912.8,2,Flat,Prefab panel,Mixed,Electric,7,Full,None,None,Private landlord,F,2019-05-14,181.3,1995,FALSE
BLD-07115,Reinickendorf,13403,Gatower Str. 43,52.55577,13.303023,1907,Gründerzeit,53,5196.0,3,Hip,Render,Mixed,Oil boiler,21,Partial,None,Full,Private landlord,H,2020-10-23,263.6,2003,FALSE
BLD-07116,Marzahn-Hellersdorf,12685,Marzahner Chaussee 55,52.549202,13.576002,1959,Post-war,27,2331.3,4,Hip,Concrete,Single-pane,District heating,15,None,Full,None,Housing cooperative,F,2021-12-04,172.1,2021,FALSE
BLD-07117,Spandau,13585,Marzahner Chaussee 90,52.550777,13.229124,1980,1980s block,2,174.9,3,Mansard,Mixed,Triple-pane,Heat pump,27,Partial,None,None,Condominium,E,2023-12-27,145.9,2003,FALSE
BLD-07118,Lichtenberg,13053,Greifswalder Str. 33,52.504753,13.505304,1985,1980s block,11,647.5,4,Flat,Mixed,Triple-pane,Mixed,15,None,None,None,Corporate landlord,E,2018-10-06,155.1,,FALSE
BLD-07119,Steglitz-Zehlendorf,14167,Karl-Marx-Allee 37,52.438574,13.309215,1964,Plattenbau,20,1751.9,5,Hip,Prefab panel,Single-pane,Mixed,32,Partial,None,Partial,Condominium,F,2021-01-01,164.5,2012,FALSE
BLD-07120,Friedrichshain-Kreuzberg,10961,Gatower Str. 62,52.519213,13.425112,1970,1970s block,18,1099.2,3,Hip,Brick,Single-pane,Mixed,31,None,None,None,Corporate landlord,E,2019-06-11,147.2,2008,FALSE
BLD-07121,Charlottenburg-Wilmersdorf,10629,Eberswalder Str. 75,52.509782,13.336263,1946,Post-war,16,938.7,2,Mansard,Render,Single-pane,Gas boiler,10,None,Partial,Partial,Housing cooperative,G,2019-01-05,232.6,2008,FALSE
BLD-07122,Marzahn-Hellersdorf,12685,Köpenicker Str. 2,52.544379,13.555994,1917,Altbau,26,2220.5,2,Mansard,Concrete,Single-pane,Electric,14,None,Partial,Partial,Housing cooperative,G,2021-12-24,236.9,2010,TRUE
BLD-07123,Neukölln,12049,Pappelallee 132,52.467821,13.433847,1884,Altbau,46,4391.5,6,Hip,Concrete,Single-pane,Oil boiler,9,None,None,None,Condominium,G,2018-03-21,222.3,,FALSE
BLD-07124,Lichtenberg,13055,Köpenicker Str. 172,52.530376,13.491592,1963,Plattenbau,32,1828.6,7,Flat,Prefab panel,Double-pane,Mixed,28,Full,Partial,None,Condominium,F,2017-06-07,161.1,,FALSE
BLD-07125,Mitte,10178,Kastanienallee 114,52.526296,13.411287,1898,Gründerzeit,6,549.6,4,Mansard,Brick,Single-pane,Mixed,22,None,None,Partial,Corporate landlord,H,2022-02-08,270.3,,FALSE
BLD-07126,Friedrichshain-Kreuzberg,10963,Warschauer Str. 2,52.504081,13.448617,1892,Gründerzeit,42,3564.1,4,Pitched,Render,Double-pane,Electric,25,Partial,None,None,Condominium,H,2015-10-12,265.8,,FALSE
BLD-07127,Lichtenberg,10319,Invalidenstraße 148,52.518215,13.475049,1901,Gründerzeit,47,2697.6,6,Pitched,Mixed,Single-pane,Heat pump,6,None,None,None,Housing cooperative,G,2018-05-26,243.2,2007,FALSE
BLD-07128,Steglitz-Zehlendorf,14167,Hermannstr. 33,52.431738,13.319952,1985,1980s block,20,1687.8,9,Flat,Concrete,Double-pane,Mixed,31,None,None,Partial,Condominium,F,2022-02-09,186.1,,FALSE
BLD-07129,Friedrichshain-Kreuzberg,10969,Müllerstr. 28,52.507446,13.435152,1983,1980s block,14,1364.4,5,Flat,Render,Triple-pane,Electric,35,None,Partial,Partial,Municipal,F,2019-04-29,162.1,2000,FALSE
BLD-07130,Reinickendorf,13407,Hellersdorfer Str. 47,52.573627,13.366064,1975,1970s block,20,1360.9,3,Mansard,Render,Single-pane,Heat pump,22,None,Full,None,Municipal,F,2019-12-14,168.7,,FALSE
BLD-07131,Friedrichshain-Kreuzberg,10963,Warschauer Str. 41,52.517052,13.478562,1889,Altbau,7,585.0,7,Pitched,Render,Mixed,Oil boiler,27,None,Partial,Partial,Private landlord,H,2021-12-15,259.5,,FALSE
BLD-07132,Neukölln,12055,Marzahner Chaussee 95,52.470268,13.416205,1895,Altbau,49,3409.0,4,Flat,Concrete,Triple-pane,Mixed,35,None,Partial,None,Condominium,G,2018-11-02,214.3,2000,FALSE
BLD-07133,Lichtenberg,13057,Müllerstr. 69,52.513389,13.489258,2006,Modern,10,707.0,6,Flat,Mixed,Triple-pane,District heating,20,Full,Full,Full,Housing cooperative,D,2018-05-16,100.4,2007,FALSE
BLD-07134,Reinickendorf,13409,Berliner Str. 18,52.56079,13.335435,1974,1970s block,29,1906.0,4,Pitched,Sandstone,Mixed,Mixed,32,None,Full,Full,Corporate landlord,E,2015-06-04,133.1,2010,FALSE
BLD-07135,Friedrichshain-Kreuzberg,10963,Nonnendammallee 169,52.518623,13.478684,1990,1980s block,21,1658.1,9,Pitched,Mixed,Triple-pane,District heating,3,Full,Partial,None,Private landlord,E,2018-03-06,153.9,2020,FALSE
BLD-07136,Tempelhof-Schöneberg,12103,Danziger Str. 44,52.47796,13.367374,2001,Modern,13,1098.0,3,Flat,Brick,Double-pane,Gas boiler,33,Full,Full,Full,Housing cooperative,E,2016-03-17,138.5,2016,FALSE
BLD-07137,Charlottenburg-Wilmersdorf,10623,Kolonnenstr. 5,52.521258,13.328324,1910,Gründerzeit,27,2571.7,8,Pitched,Prefab panel,Single-pane,District heating,15,None,Partial,None,Private landlord,G,2021-03-21,218.9,,FALSE
BLD-07138,Spandau,13597,Bergmannstr. 159,52.526218,13.233956,1992,Modern,7,694.1,6,Hip,Sandstone,Triple-pane,Heat pump,22,Partial,None,Full,Corporate landlord,D,2023-03-09,101.1,,FALSE
BLD-07139,Friedrichshain-Kreuzberg,10249,Innsbrucker Str. 115,52.507497,13.432557,1890,Altbau,18,1754.7,3,Pitched,Mixed,Single-pane,Electric,10,Partial,None,None,Municipal,H,2020-02-01,257.6,2000,FALSE
BLD-07140,Friedrichshain-Kreuzberg,10247,Tempelhofer Damm 45,52.505556,13.432902,1970,Plattenbau,13,1009.8,9,Mansard,Prefab panel,Double-pane,District heating,14,Partial,None,Partial,Corporate landlord,F,2022-12-03,186.9,2005,FALSE
BLD-07141,Reinickendorf,13469,Müllerstr. 156,52.575829,13.291996,1986,Plattenbau,30,2242.1,7,Mansard,Prefab panel,Triple-pane,Heat pump,12,Partial,None,Full,Municipal,F,2022-01-31,176.7,2019,FALSE
BLD-07142,Reinickendorf,13469,Nonnendammallee 66,52.593019,13.329054,1976,1970s block,23,1867.1,2,Flat,Sandstone,Single-pane,Oil boiler,12,None,None,None,Housing cooperative,F,2015-12-29,182.1,1991,FALSE
BLD-07143,Treptow-Köpenick,12487,Kolonnenstr. 74,52.444881,13.533908,1980,Plattenbau,51,5231.0,6,Flat,Prefab panel,Mixed,Electric,20,Full,Partial,None,Housing cooperative,F,2019-02-08,169.4,,FALSE
BLD-07144,Pankow,13189,Köpenicker Str. 98,52.589287,13.386646,1892,Altbau,12,894.7,4,Pitched,Sandstone,Double-pane,Gas boiler,3,None,None,Partial,Municipal,G,2023-04-28,249.5,,FALSE
BLD-07145,Lichtenberg,13059,Zehlendorfer Str. 89,52.49736,13.533486,1886,Gründerzeit,56,3094.4,6,Flat,Render,Triple-pane,District heating,5,None,None,None,Municipal,H,2021-10-30,262.3,2012,FALSE
BLD-07146,Pankow,13086,Brunsbütteler Damm 35,52.54335,13.452274,1981,1980s block,2,131.2,2,Hip,Sandstone,Mixed,Mixed,10,Full,None,None,Corporate landlord,E,2020-12-27,157.4,2012,FALSE
BLD-07147,Charlottenburg-Wilmersdorf,10625,Müllerstr. 55,52.497976,13.307911,1974,1970s block,20,1590.9,3,Hip,Sandstone,Triple-pane,District heating,13,None,None,None,Corporate landlord,F,2019-01-01,171.2,1994,FALSE
BLD-07148,Lichtenberg,13055,Schönhauser Allee 136,52.496384,13.489603,1987,1980s block,5,472.5,8,Flat,Mixed,Double-pane,Electric,31,None,Full,Full,Private landlord,E,2020-12-09,145.0,2022,FALSE
BLD-07149,Reinickendorf,13407,Danziger Str. 59,52.580317,13.301488,1980,Plattenbau,14,1368.7,5,Pitched,Prefab panel,Triple-pane,Gas boiler,1,None,None,Partial,Housing cooperative,G,2017-01-29,208.4,2006,FALSE
BLD-07150,Neukölln,12057,Köpenicker Str. 63,52.46059,13.43618,1992,Modern,2,218.4,4,Mansard,Render,Double-pane,Mixed,34,Partial,None,None,Municipal,C,2023-05-10,89.4,2000,FALSE
BLD-07151,Reinickendorf,13435,Marzahner Chaussee 53,52.597686,13.290253,1971,1970s block,29,2390.9,3,Flat,Concrete,Single-pane,District heating,33,Partial,Partial,Partial,Municipal,F,2022-01-12,179.4,1998,FALSE
BLD-07152,Friedrichshain-Kreuzberg,10963,Hellersdorfer Str. 43,52.498932,13.445862,2001,Modern,27,2294.3,9,Hip,Prefab panel,Mixed,Gas boiler,22,Full,Partial,Partial,Corporate landlord,C,2022-03-28,98.8,2009,FALSE
BLD-07153,Marzahn-Hellersdorf,12619,Invalidenstraße 6,52.551641,13.591937,1968,1970s block,5,473.7,2,Mansard,Mixed,Single-pane,District heating,21,Partial,Full,Partial,Housing cooperative,F,2019-04-26,160.9,2002,FALSE
BLD-07154,Lichtenberg,13057,Rummelsburger Str. 164,52.52422,13.512782,1991,Modern,18,1819.1,5,Hip,Concrete,Double-pane,Mixed,27,Partial,None,Partial,Private landlord,C,2020-10-15,88.6,,FALSE
BLD-07155,Spandau,13591,Tempelhofer Damm 90,52.537518,13.217146,2003,Modern,26,1858.1,6,Mansard,Sandstone,Double-pane,Oil boiler,2,Full,Full,None,Housing cooperative,B,2021-09-07,73.7,2018,FALSE
BLD-07156,Mitte,10117,Invalidenstraße 60,52.533622,13.373065,1969,Plattenbau,48,4681.7,8,Mansard,Prefab panel,Single-pane,Heat pump,11,None,None,None,Private landlord,F,2019-05-25,167.9,2010,FALSE
BLD-07157,Neukölln,12043,Berliner Str. 166,52.483614,13.468931,1993,Modern,29,2867.6,8,Mansard,Mixed,Double-pane,Mixed,30,Partial,Partial,Full,Housing cooperative,C,2018-12-03,97.8,2020,FALSE
BLD-07158,Reinickendorf,13469,Spandauer Str. 174,52.594438,13.324576,1978,1970s block,8,591.8,4,Hip,Brick,Single-pane,Electric,17,Partial,None,Partial,Municipal,E,2021-10-24,146.2,1999,FALSE
